old_path	new_path	note
E05_the_space_of_compilers/A16_what_the_definition_costs/R297_why_k1_loses	E05_the_space_of_compilers/A24_what_the_definition_costs/R297_why_k1_loses	arc renumbered
E05_the_space_of_compilers/A16_what_the_definition_costs/R298_is_importance_monotone	E05_the_space_of_compilers/A24_what_the_definition_costs/R298_is_importance_monotone	arc renumbered
E05_the_space_of_compilers/A16_what_the_definition_costs/R299_where_the_selection_boundary_is	E05_the_space_of_compilers/A24_what_the_definition_costs/R299_where_the_selection_boundary_is	arc renumbered
E05_the_space_of_compilers/A16_what_the_definition_costs/R300_does_combination_generalise	E05_the_space_of_compilers/A24_what_the_definition_costs/R300_does_combination_generalise	arc renumbered
E05_the_space_of_compilers/A16_what_the_definition_costs/R301_is_the_judge_a_shrink_or_a_reorder	E05_the_space_of_compilers/A24_what_the_definition_costs/R301_is_the_judge_a_shrink_or_a_reorder	arc renumbered
E05_the_space_of_compilers/A16_what_the_definition_costs/R302_are_the_artifacts_reproducible	E05_the_space_of_compilers/A24_what_the_definition_costs/R302_are_the_artifacts_reproducible	arc renumbered
E05_the_space_of_compilers/A16_what_the_definition_costs/R277_the_mde_of_the_design_that_priced_it	E05_the_space_of_compilers/A24_what_the_definition_costs/R303_the_mde_of_the_design_that_priced_it	ID REASSIGNED — this round shared its id with a different round in A23; first claim by git kept the id
E05_the_space_of_compilers/A16_what_the_definition_costs/R278_is_the_boundary_resolvable	E05_the_space_of_compilers/A24_what_the_definition_costs/R304_is_the_boundary_resolvable	ID REASSIGNED — this round shared its id with a different round in A23; first claim by git kept the id
E05_the_space_of_compilers/A16_what_the_definition_costs/R279_what_would_resolve_the_boundary	E05_the_space_of_compilers/A24_what_the_definition_costs/R305_what_would_resolve_the_boundary	ID REASSIGNED — this round shared its id with a different round in A23; first claim by git kept the id
E05_the_space_of_compilers/A16_what_the_definition_costs/R280_the_table_at_every_annotator	E05_the_space_of_compilers/A24_what_the_definition_costs/R306_the_table_at_every_annotator	ID REASSIGNED — this round shared its id with a different round in A23; first claim by git kept the id
E05_the_space_of_compilers/A16_what_the_definition_costs/R281_a_size_matched_neutral_arm	E05_the_space_of_compilers/A24_what_the_definition_costs/R307_a_size_matched_neutral_arm	ID REASSIGNED — this round shared its id with a different round in A23; first claim by git kept the id
E05_the_space_of_compilers/A16_what_the_definition_costs/R282_neutral_clause_at_matched_k4	E05_the_space_of_compilers/A24_what_the_definition_costs/R308_neutral_clause_at_matched_k4	ID REASSIGNED — this round shared its id with a different round in A23; first claim by git kept the id
